-0.07488877	-0.012810869	-0.024706198	-0.03943238	-0.05144651	-0.041561864	0.06286919	-0.046568025	-0.022288697	0.032663334	-0.022395615	-0.05787179	0.061626546	0.034817148	-0.030963268	-0.03464402
-0.05336002	0.017310303	0.016897308	-0.058273498	-0.044708222	-0.041475307	0.07747137	-0.06554947	-0.06428501	-0.053643167	0.01615066	-0.05848319	0.029548787	-0.004926449	-0.02773106	-0.02878515
-0.058785934	-0.033957195	0.0064318776	-0.049851198	-0.012286623	-0.043539405	-0.00012924246	-0.039023757	-0.08594136	-0.009601236	-0.0050340584	-0.07689827	0.13049155	-0.13563953	0.028290702	-0.018498806
-0.05549296	-0.0017023637	0.04375164	-0.026886579	-0.013439422	-0.006071386	0.054340716	-0.04057941	-0.052735314	0.0017189073	-0.007705885	-0.035979364	0.004149318	-0.044758096	0.021816244	0.0016617391
-0.07015856	-0.04630464	-0.03199722	0.01635057	-0.06672732	-0.0049675545	0.0832578	-0.10435551	-0.07262954	0.019848833	-0.015990084	0.013598656	0.041341234	-0.035021015	0.019931108	-0.036287993
-0.044506326	-0.015774736	0.008085003	-0.0031529486	-0.07364821	-0.0024555607	0.02982882	-0.022103107	0.02089766	0.0073627196	-0.00028323912	0.011268448	-0.012345621	-0.0051826052	-0.02672687	-0.033213437
-0.013227177	-0.02286352	0.025599033	-0.085925	-0.045979664	-0.110190146	0.15519597	-0.11490922	-0.06249986	0.034839474	-0.03649226	-0.095321044	0.05738233	-0.007523867	0.023316424	-0.033914696
-0.00030000845	0.028241122	0.02737928	-0.018857745	-0.06250224	-0.030268548	0.053011626	-0.04477479	-0.05839035	0.051821027	-0.055558942	-0.02891322	0.0046134936	-0.02513618	-0.03784042	0.08801225
-0.022542927	0.046275754	-0.0013160297	-0.11629012	-0.05263475	-0.03714657	0.002793654	-0.061315626	0.014442913	0.019811118	0.009219539	-0.009500497	0.044216104	-0.06577847	-0.022243924	-0.0456569
0.01565502	-0.06868151	0.03932741	-0.10627814	-0.012895488	-0.03219477	0.040276818	-0.05840222	-0.053165164	0.048589535	-0.05844054	-0.060448244	0.04798965	-0.07586974	-0.075154096	0.0068744603
-0.10010273	0.014721973	0.0043352908	-0.14590824	-0.0521161	0.004816902	0.03202611	-0.02449647	-0.09436282	-0.015336659	-0.04816285	-0.017132085	0.006092394	-3.7104794e-05	0.00037795719	-0.045832194
0.022298163	-0.03164918	0.037776556	0.0002696909	-0.083011515	-0.020683786	0.036121935	-0.094608516	-0.06361566	0.008200593	-0.06188454	-0.10445843	0.04867323	0.0594501	-0.016276868	0.02388911
0.010653161	-0.01886697	0.021682512	-0.06793966	-0.08844755	-0.098144054	0.030968767	0.08111677	-0.07095745	0.04689859	-0.028968837	-0.0037096355	0.0110469535	-0.054611515	0.04912567	0.07501188
-0.05780751	0.08679373	0.02623885	0.048791092	0.013029179	-0.14369361	0.12465805	-0.11325512	0.008822326	0.0847831	-0.099493004	0.0075497264	0.11425196	-0.037007924	-0.012158949	0.07891462
-0.009100306	0.029104179	0.043967903	-0.07570175	-0.012418987	0.021328509	0.014493787	0.030851286	-0.06605114	-0.055077042	0.049384195	-0.06917107	0.12389266	-0.004310586	0.046115093	-0.050508223
0.013674263	0.03806243	-0.03211577	-0.025238648	-0.009321056	0.0030529876	0.07934703	-0.10612421	-0.123160236	-0.01858146	0.004254397	-0.03192345	0.09601982	-0.03414024	-0.0013876394	0.027226955
0.03713098	0.0157501	0.014265457	0.027499994	-0.09911675	-0.05845879	-0.07472905	0.04682268	-0.063896805	0.05106132	-0.03077394	-0.059579287	-0.033773985	0.035552826	0.028905675	-0.012653168
-0.008863244	0.05889926	0.07742263	-0.008234935	-0.096248165	0.019393824	0.088962555	-0.055311877	-0.16375512	-0.031006785	0.037136476	-0.100082494	0.059264716	0.037098948	-0.017845858	0.02541531
-0.06482106	0.011075895	0.024350803	-0.041269727	0.005225478	-0.02401366	0.08622121	-0.12964134	-0.05279593	0.059171923	0.0010635457	0.048406273	0.03926403	-0.01023022	-0.09974504	-0.023150215
0.013793521	-0.0008358043	0.01532209	-0.011772384	-0.022824159	-0.037537962	0.027489154	-0.12763387	-0.11213917	0.00987918	-0.043523304	0.0046179816	0.025442	-0.015835594	-0.04611418	-0.017415173
0.03863112	0.014172853	-0.02058135	0.0030940122	-0.069270894	0.044029605	0.021748323	-0.037554055	0.0285808	-0.012427351	-0.072844654	-0.05854189	0.15378058	-0.008733528	0.05547776	0.009918557
-0.09867503	-0.049259428	-0.038443025	-0.07884214	-7.810444e-05	-0.07798897	0.03165012	-0.080912426	0.0007017084	0.029664211	0.101279005	0.04088606	0.11296618	-0.001998254	-0.06873675	-0.027462605
-0.04158078	0.0033095577	-0.06654163	-0.035015512	0.048201866	0.0017913054	-0.062607266	-0.048603855	-0.07866168	-0.0930145	0.012081407	-0.095109485	-0.047464356	-0.08724193	-0.09708916	-0.06775397
